id,name,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,fav
7c5k9340AskNdZMPIbBVQn,Machucando,1,178800,0.846,0.842,8,-4.066,1,0.0783,0.23,6.88E-06,0.174,0.762,93.962,0
7yTu86XpGXddcwdFar6SW8,Definitivamente,1,217773,0.812,0.764,8,-3.39,0,0.101,0.59,0,0.253,0.431,100.082,0
11N2rJGm2s3KybSv344nUJ,Dura,0,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
1DVpJkfw84W6MhG1r2mPx3,Dura,0,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
2bqlPcZiHAli5vpcybL8ms,Que Tire Pa Lante,0,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
2vRZyCGwd2rTnKoaLu8LOP,Gasolina,0,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
3hrOlWpvHjDpztjDGLBNJd,Rompe,0,189040,0.687,0.806,1,-6.019,0,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,0
3mSPc741j4J1B1yZc1I4Ir,Que Tire Pa Lante,0,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
5J2wdvuOAOL4llZpQjQMWx,Con Calma,0,193227,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
5cjasWVrsqPblM3FJiYpkm,Si Supieras,0,241880,0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.018,0
5zDHREFVmiettEcL6WMcPV,Que Tire Pa Lante,0,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
6JNIVy9mdOBnCQ5BnHEw8e,Que Tire Pa Lante,0,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
6Jrd4MqpXXJ9Omhu7HfuPS,Gasolina,0,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
74TSTmffzOLNwjopzodo75,Dura,0,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
7HHd1caBLjWohtugBCZwPZ,Dura,0,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
7KjdvD2KuAd9VnN4JW7tZN,Dura,0,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
7b9JxP8BpTaBVx30e838gc,Rompe,0,189040,0.687,0.806,1,-6.019,0,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,0
0GezDrH6eyTLWx8Zyu9W97,Ahora Eh,53,236792,0.865,0.652,7,-4.658,1,0.156,0.0612,0,0.305,0.508,96.967,0
1WH3iquIQXnSPwUzlROT8R,Quiéreme Mientras Se Pueda,50,191945,0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86,0
2C4GDtRecp1qTL5ac1Gzsh,Quiereme Mientras se Pueda - Remix,50,225417,0.651,0.755,4,-4.405,1,0.171,0.31,0,0.242,0.794,143.781,0
08U2sMpKAXPe1aaC2H5XHQ,Memories,13,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
4ddYKHpp3FDOX6nLSJethc,Girls Like You,12,235680,0.609,0.529,0,-6.859,1,0.106,0.545,0,0.127,0.474,60.349,0
3mnDqDds4RkUMtDU1Hzw2m,This Love,7,205747,0.712,0.868,5,-4.098,0,0.038,0.0606,0,0.0897,0.758,95.041,0
2RL598CTysiMGfRGlaoY7v,Memories,4,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
4ltnuXq83RxYUxXVnwN0WZ,Girls Like You,4,235680,0.609,0.529,0,-6.859,1,0.106,0.545,0,0.127,0.474,60.349,0
7wK5BWQqobcSyguScyYzx4,Payphone,5,232320,0.737,0.765,4,-4.871,1,0.0397,0.0149,0,0.358,0.507,110.013,0
1GNKYIX2ZOsVSCsQwQMXds,Moves Like Jagger - Radio Edit,2,201387,0.718,0.737,11,-4.654,0,0.0478,0.0128,0,0.338,0.598,128.034,0
2Gz7I3v35HTVeICp7fuoe8,My Heart Is Open,1,237760,0.489,0.315,1,-7.682,1,0.03,0.597,0,0.082,0.316,101.987,0
3GT6x6i2jy4iVXUp40d09r,Sugar,2,234000,0.729,0.786,1,-6.348,1,0.0337,0.0747,0,0.0878,0.87,120.068,0
4JW4sujEhXM26tINKOgITV,Never Gonna Leave This Bed - Acoustic Version,1,202507,0.715,0.673,11,-5.705,1,0.0387,0.329,0,0.0807,0.62,114.958,0
6r3hTdjqdExxC9wafhIQlY,Sugar,1,234000,0.729,0.786,1,-6.348,1,0.0337,0.0747,0,0.0878,0.87,120.068,0
756FOZkiMoUikUEbcVZfHn,Memories,0,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
7nDQ9xXuPwMWqEzPTyMKAj,Moves Like Jagger - Studio Recording From The Voice Performance,0,202859,0.708,0.784,11,-3.742,0,0.049,0.012,0,0.368,0.697,128.015,0
04uoelzABOJ3Skn1HdmH5V,Somos Iguales,5,236587,0.777,0.714,11,-4.296,1,0.0532,0.16,0,0.115,0.59,90.987,0
1SLo87biWCFQYwyQHUoFTW,Apaga Las Luces,7,217240,0.769,0.584,6,-4.278,0,0.156,0.137,0,0.0876,0.818,171.991,0
1fX5QQn7p6ak4wivEvtjmC,No Me Conoce - Remix,5,309120,0.804,0.786,10,-3.837,0,0.0735,0.144,0,0.0928,0.575,91.992,0
63l2HbQG9E5xfVdKC1MOUU,Easy - Remix,4,219867,0.891,0.748,1,-3.844,0,0.0976,0.186,2.06E-06,0.133,0.401,94.06,0
1iQGn4oekpim7GjGA6oXFs,CÓMO SE SIENTE - Remix,0,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
2AH7Qj3SjettgOz6wtugBx,CÓMO SE SIENTE - Remix,2,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
34H6uK1RXXBRMm2AlhzjOx,Imaginaste - Remix,2,246653,0.855,0.71,1,-5.321,1,0.0939,0.0426,0,0.337,0.591,89.977,0
3hDkrF4Ya3sLu5IGNEeBqY,CÓMO SE SIENTE - Remix,2,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
4XZ0ow6wtWOxDy0WMMzcBG,Somos Iguales,1,236587,0.777,0.714,11,-4.296,1,0.0532,0.16,0,0.115,0.59,90.987,0
4slWAteikHFsG7Q8xGK68D,CÓMO SE SIENTE - Remix,2,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
5FYpLhstM5XW2x5ijgRtqq,CÓMO SE SIENTE - Remix,1,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
5aokCvDzZVVzf21dNOWN3L,CÓMO SE SIENTE - Remix,0,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
5m0EHNU2LDTlm9BD9JItee,CÓMO SE SIENTE - Remix,0,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
6bxooneY4L7o4BMrTbpktF,CÓMO SE SIENTE - Remix,3,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
6cI7wJTCwrvcfIuapt9JCC,Imaginaste - Remix,1,246653,0.855,0.71,1,-5.321,1,0.0939,0.0426,0,0.337,0.591,89.977,0
6hZaYpaoRktYUaVtCHU4xF,CÓMO SE SIENTE - Remix,1,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
73Vg1lN2bEMtQWpXB76OGx,CÓMO SE SIENTE - Remix,0,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
1K1w9whq2lyZ2bAe3IVptY,Believer,16,204347,0.766,0.775,10,-4.267,0,0.141,0.0504,0,0.128,0.695,124.751,0
3tLksxlap7jGcIvUJg8wcL,Whatever It Takes,14,201240,0.67,0.658,1,-5.005,1,0.0321,0.0428,0,0.129,0.558,134.936,0
6WqanIx6wLKlFu5WcwQPmi,On Top Of The World,6,192800,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89E-06,0.0881,0.759,99.83,0
2cNwyQNMMTRSKGRe1uhnpd,Believer,4,204347,0.766,0.775,10,-4.267,0,0.141,0.0504,0,0.128,0.695,124.751,0
41b669FwvXPZLXimlN6nje,I Bet My Life,5,192693,0.552,0.664,1,-8.22,1,0.041,0.372,0.00066,0.27,0.556,107.888,0
4cCXPF1Qq4isFKlpeKQ9eO,On Top Of The World,1,192800,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89E-06,0.0881,0.759,99.83,0
7nS8u8pxZJdjgYNFOJZZpV,Tiptoe,2,194200,0.527,0.82,6,-5.855,1,0.0325,0.00154,1.93E-05,0.076,0.251,120.041,0
7ogwfjLWVMWTClFEfKVnbz,On Top Of The World,1,192800,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89E-06,0.0881,0.759,99.83,0
6pBk1yk8tE7HDXarai4q43,Rare,15,220590,0.838,0.541,5,-6.746,1,0.0708,0.207,7.97E-05,0.103,0.637,114.996,0
02oE4aGW0G35xHSlVnPk5g,Come & Get It,8,231413,0.552,0.783,7,-4.138,0,0.0504,0.00887,0.00026,0.0954,0.575,79.984,0
1JibZVTGNSHPepSl57gO9t,Back To You - From 13 Reasons Why – Season 2 Soundtrack,1,207905,0.6,0.725,6,-4.866,1,0.0487,0.0933,1.87E-06,0.12,0.506,102.056,0
6JyV0nXkIU5UahFqr10fGs,Wolves,3,197993,0.725,0.804,11,-4.614,0,0.0422,0.124,0,0.204,0.31,124.996,0
69ov5J21Pn6Um9SKCRAtxu,Rare,0,220590,0.838,0.541,5,-6.746,1,0.0708,0.207,7.97E-05,0.103,0.637,114.996,0
5wYQpCXBBawL6IFs4Eg1S8,Baby,32,216613,0.731,0.842,5,-5.358,0,0.113,0.0457,0,0.0988,0.473,65.027,0
5PMFFit9t06pDSAXQzymvS,Love Yourself,3,232627,0.759,0.401,4,-8.999,1,0.259,0.86,0,0.299,0.576,100.126,0
2OaiuGf0HcGHS1GjK4MSOf,Gasolina,6,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
3Lq3GJJSLgzddFyhTTYKxz,Dura,3,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
3hujPo0ZfkcC7aqqABcmw9,Gasolina,7,172867,0.863,0.781,0,-6.274,1,0.0626,0.281,0,0.0806,0.814,96.002,0
4BPMLhvp6Aasz6hI2EU1H2,La Rompe Corazones,3,204520,0.686,0.859,5,-2.595,0,0.0553,0.118,0,0.317,0.891,176.018,0
4h1RVyBDQOezZBviGvPb7i,Que Tire Pa Lante,5,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
6J3ZOW8ATvGhyhTW8ufcgC,Si Supieras,3,241880,0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.018,0
7sICN2XqyrLuutQpLx1vxf,Shaky Shaky,4,234320,0.899,0.626,6,-4.228,0,0.292,0.076,0,0.0631,0.873,88.007,0
0TI2rfuSxzOwE6IrJ57J8Y,Ven Conmigo,2,220653,0.78,0.856,10,-5.316,0,0.0405,0.116,0,0.0595,0.712,120.049,0
0Vg5Ct5Q7kDX19PUS2mNFq,Dura,3,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
11Bk8ZuXivP9EZzEYwfzWX,Que Tire Pa Lante,1,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
129QgvFGnBV7AhqeKtA0Gl,Rompe,3,189040,0.687,0.806,1,-6.019,0,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,0
1Hf1RwAouWirROr7So0SOA,Sígueme Y Te Sigo,0,209787,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.40E-05,0.756,0.662,100.024,0
1dU2ZbuPFpcZWBaspOR5Bl,Con Calma,1,193227,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
3Hl1WlMO3tAX56R7jEhdGS,Sígueme Y Te Sigo,2,209787,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.40E-05,0.756,0.662,100.024,0
3YvkUZqQ89fN4ln6mKGQ2z,Que Tire Pa Lante,2,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
3ezMLlhr4EL4NhQxn0VoZC,Si Supieras,2,241880,0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.018,0
4Hr85jdDacLBNiI5jto9AT,Si Supieras,1,241880,0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.018,0
55xkWwRhRHlGs9JC2xAYSD,La Rompe Corazones,3,204520,0.686,0.859,5,-2.595,0,0.0553,0.118,0,0.317,0.891,176.018,0
5DcxQez928V8hI7pnNcRz3,Que Tire Pa Lante,2,210520,0.659,0.901,7,-2.814,1,0.0358,0.0478,0,0.148,0.704,93.979,0
5ZhBz0Cszb7SUWg2HAfM5G,Dura,1,200480,0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.838,95.002,0
5jmHNqZZy1EKxtQ1Rl7wR6,Gasolina,1,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
5wP3Bxy8Cuw8Ij2Y6dnUcN,Gasolina,3,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
6AO0zATl4n20PUP0tXPcKZ,Definitivamente,2,217773,0.812,0.764,8,-3.39,0,0.101,0.59,0,0.253,0.431,100.082,0
6XP9AM7MCrMMv0hYkbdXV0,Gasolina,1,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
6npH1ZNFZJJamw39qyM5Pm,Adictiva,2,207853,0.787,0.771,4,-3.206,0,0.0563,0.291,5.65E-05,0.172,0.701,99.036,0
7tCRhEMYjZtYXW102Ena5q,Rompe,3,189040,0.687,0.806,1,-6.019,0,0.0549,0.0358,5.83E-06,0.0569,0.534,176.064,0
7x4OIl1pog0SIqaZ5QxE4S,Definitivamente,2,217773,0.812,0.764,8,-3.39,0,0.101,0.59,0,0.253,0.431,100.082,0
51rKQSIE2bxxgS5PpZZKms,Animals,33,230160,0.458,0.738,4,-6.427,0,0.0511,0.00017,0,0.656,0.349,189.97,0
1oDEVieVwlD2Upoj734r4f,Payphone,27,232320,0.737,0.765,4,-4.871,1,0.0397,0.0149,0,0.358,0.507,110.013,0
41nXcbfyzMV9PCdv4slnkc,Girls Like You,19,215230,0.604,0.462,0,-7.053,1,0.0614,0.558,1.05E-06,0.131,0.378,60.26,0
13bYvoINswkAjhRM4lQSdX,Memories,8,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
2cMMiVsQZEXIkEmCILUOgg,Nobody's Love,15,211254,0.486,0.567,1,-6.456,1,0.0379,0.31,0,0.0949,0.154,93.68,0
0KvkSOtxwBx6TCgVOqYZEO,Makes Me Wonder,8,212227,0.799,0.856,7,-2.427,1,0.0352,0.00383,0.00062,0.0621,0.892,113.994,0
1AwbhoauDJMC1pjZx0Iq7o,Maps,4,190147,0.738,0.709,1,-5.564,0,0.0298,0.0196,0,0.061,0.885,120.018,0
1v9Ad6ENsX8jynw0S5HEdW,Love Somebody,9,229827,0.675,0.791,1,-6.295,1,0.0369,0.129,0,0.121,0.423,120.015,0
2Fb99B6gVkrL5p7XAxzLxU,What Lovers Do,4,199853,0.797,0.605,5,-5.123,0,0.0578,0.0827,3.44E-06,0.124,0.448,110.024,0
2MGv4ICv8lTv3wrTy8NbJD,Sugar,1,234000,0.729,0.786,1,-6.348,1,0.0337,0.0747,0,0.0878,0.87,120.068,0
2p9DvbcZV4yPKm4dijsjCm,She Will Be Loved - Radio Mix,1,257827,0.699,0.71,0,-5.525,0,0.0295,0.0588,0,0.134,0.557,102.06,0
31CKnk5b4vwmoaPWzZBhuD,Sunday Morning - Acoustic,5,254853,0.562,0.67,7,-8.62,1,0.0769,0.573,0,0.705,0.772,82.829,0
3JKZFlIqwaWMAMm3HRezZX,Girls Like You,10,215230,0.604,0.462,0,-7.053,1,0.0614,0.558,1.05E-06,0.131,0.378,60.26,0
3ZYphi1u09mra1Ct38jng2,This Love,2,205747,0.712,0.868,5,-4.098,0,0.038,0.0606,0,0.0897,0.758,95.041,0
5DkWeq1FgmEbpnzc4GitnN,Memories,2,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
5Na9Z0wC0loIPBZdw8OmQm,Animals,2,230160,0.458,0.738,4,-6.427,0,0.0511,0.00017,0,0.656,0.349,189.97,0
5TDUQnjwPHLyI2jWkJyrPO,My Heart Is Open,0,237760,0.489,0.315,1,-7.682,1,0.03,0.597,0,0.082,0.316,101.987,0
5Yp9up2QPm9fb4IUFooEhB,Beautiful Goodbye,0,255387,0.662,0.578,3,-2.637,1,0.0343,0.002,2.44E-06,0.104,0.404,168.039,0
5f1gjK4EBflBh62HIlKLBo,Unkiss Me,2,238200,0.436,0.602,6,-6.541,1,0.0395,0.00754,0,0.134,0.113,129.961,0
5h8b2BPaL59xZ2i4ID2C4M,One More Night,7,219867,0.718,0.821,5,-3.418,0,0.0314,0.057,0,0.0862,0.666,93.003,0
5uzqX5juMBItE4dGXqIx2s,Memories,4,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
6VEtuSkRi4CjtqjZaYpk43,Misery - Acoustic Version,1,226320,0.728,0.592,6,-7.544,1,0.0387,0.243,0,0.112,0.419,97.002,0
6v0ohaCpPoT3sqmkxqUkYW,Won't Go Home Without You,6,231173,0.738,0.617,3,-3.759,1,0.0318,0.0144,0,0.102,0.431,110.022,0
7Jkg9JDSVsjE7FlUkm4poz,She Will Be Loved,2,257987,0.7,0.719,0,-5.366,0,0.0299,0.0544,0,0.146,0.554,102.049,0
7sUuJh5Dra9ge1RfyHGi4h,Memories,1,189486,0.764,0.32,11,-7.208,1,0.0546,0.836,0,0.0822,0.576,91.019,0
2XPkrmtbHBP9d268Rrlogy,Just the Way You Are,30,220733,0.635,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.014,0
0e7eh5LhtrypPibIcYgbCp,Love Yourself,21,232627,0.759,0.401,4,-8.999,1,0.259,0.86,0,0.299,0.576,100.126,0
1HUONmrq0euHYmiIrmYqPq,Hope,35,110886,0.598,0.457,9,-6.081,0,0.0602,0.661,0.000331,0.146,0.225,146.052,0
0t9tog36Dmrn5dYbosb1wM,Limbo,30,224800,0.805,0.878,7,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,0
1GWEFjOrbv9SbzXkt9E3Z3,Gasolina,27,172867,0.863,0.781,0,-6.274,1,0.0626,0.281,0,0.0806,0.814,96.002,0
0jVsK8YVSfEFLCeEu2JNUU,Gangsta Zone,7,213000,0.655,0.879,0,-4.743,1,0.235,0.0321,6.97E-06,0.0679,0.657,184.027,0
43ILqjNMN6BY2jRRAwcazY,Dura - Remix,5,242160,0.772,0.803,1,-3.035,1,0.0468,0.187,0,0.434,0.853,94.98,0
4wcscCB69fSIGGBKyGuIow,Dura - Remix,6,242160,0.772,0.803,1,-3.035,1,0.0468,0.187,0,0.434,0.853,94.98,0
5swSwlaWyD1QaJXyH8pAg3,Perros Salvajes,2,190440,0.803,0.798,6,-4.855,0,0.173,0.0764,0,0.0775,0.761,88.018,0
5zPtWdvgpxTJCqL2mCaVHm,La Rompe Corazones,3,204520,0.686,0.859,5,-2.595,0,0.0553,0.118,0,0.317,0.891,176.018,0
7beZha63XHXAcsssUJQlob,Gasolina,4,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
7cnin12p1Po0LvtxSwkYTE,Con Calma,6,193227,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94E-06,0.0574,0.656,93.989,0
0lUlFZQpsb7WZxuYYewDM5,Perros Salvajes,2,190440,0.803,0.798,6,-4.855,0,0.173,0.0764,0,0.0775,0.761,88.018,0
0WPoZNTM6qCQNpK6tgm0jV,A Sky Full of Stars,26,267867,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,0
3HYunJIJ3OfOZnTu2R8svE,Paradise,6,286347,0.637,0.737,2,-6.003,0,0.0405,0.0123,0.145,0.0798,0.645,130.012,0
6argSQXszs5VhUMd72FW06,Yellow,6,266773,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,0
4eiMwVjwQM4b3nTrFOq3wo,Want to Want Me,19,206280,0.772,0.643,0,-6.24,0,0.063,0.0102,0,0.0705,0.669,114.031,0
60oCgjatFqhqZlemnyz33T,Want to Want Me,4,206280,0.772,0.643,0,-6.24,0,0.063,0.0102,0,0.0705,0.669,114.031,0
5kzCfDWZxMJinFqRdERn5X,The Business,3,164000,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,0
7ehLT61SUPa8E4mrj1Gj3u,One Time,13,215587,0.69,0.856,1,-2.549,0,0.0376,0.0689,7.82E-05,0.0761,0.74,145.966,0
2v8GFp45ABH4eouOZHwVOc,What Do You Mean?,4,208543,0.832,0.631,5,-6.19,0,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
0GYhSGUXUt9wpgbxkaH9US,Pierde Los Modales,6,201200,0.675,0.768,11,-3.467,0,0.26,0.229,0,0.117,0.591,180.053,0
7Gc1hbXDYU7EOqHwfy05Ih,Amarillo,6,158147,0.876,0.85,1,-5.75,0,0.163,0.0118,0.0067,0.111,0.962,122.666,0
13SEpbtFpGPxR6pjyTqsSg,La Rompe Corazones,19,204520,0.686,0.859,5,-2.595,0,0.0553,0.118,0,0.317,0.891,176.018,0
0co9t8SB3nj75cVcKXYAGb,Perros Salvajes,14,190440,0.803,0.798,6,-4.855,0,0.173,0.0764,0,0.0775,0.761,88.018,0
2BghhYyWkUwelCZeavbjcg,Gasolina,12,192574,0.85,0.854,0,-5.157,1,0.0561,0.388,3.70E-06,0.0692,0.758,96.009,0
48YQleBuyz5ZiMjgTCPqLU,Moonlight,30,135090,0.921,0.537,9,-5.723,0,0.0805,0.556,0.00404,0.102,0.711,128.008,0
4nXGLbBLieTKneOEgXOyou,SAD!,28,166606,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,0
3d9Sh6dwUbLQB0vv9lLhGY,Homesick - 2021 Remaster,0,169193,0.392,0.718,7,-11.01,1,0.0351,0.00253,0,0.156,0.446,144.071,0
4ERH41CNX3wBv29B38BDzD,Kids On the Street - 2021 Remaster,0,128770,0.556,0.75,0,-10.96,1,0.0309,0.00466,0,0.218,0.907,98.784,0
0rA2cTJp13PNvIL3zV7drJ,Oh and Yet More White Noises for the New Year,2,106000,0.114,0.0269,1,-24.727,1,0.138,0.0444,0.893,0.144,0.277,149.764,0
40kDwhuptwkFPOwgnQ5YYf,Sorry - Latino Remix,8,219987,0.642,0.753,0,-3.704,0,0.0454,0.146,0,0.299,0.495,100.075,0
1IdEyyAndnZmMO0nTPrZEP,"Gucci, Cartier",51,173372,0.745,0.571,5,-6.75,0,0.107,0.803,0.000571,0.095,0.353,114.666,0
2tgG5i7bLrVMtTKRYmegs1,Vuelve,19,279613,0.734,0.531,1,-5.662,1,0.0321,0.196,0,0.119,0.199,130.025,0
39FasFL8drnEk3J6vdKz3z,Dura - Remix,18,242160,0.772,0.803,1,-3.035,1,0.0468,0.187,0,0.434,0.853,94.98,0
0mmpcVdx7iHkNfmfwp64r5,Ven Conmigo,13,220653,0.78,0.856,10,-5.316,0,0.0405,0.116,0,0.0595,0.712,120.049,0
6cO29Hj8eVmA7NAFtEDnQ0,Lovumba,10,218520,0.73,0.939,11,-4.665,0,0.0532,0.0347,0,0.335,0.939,121.001,0
25t674zyafGd5QTRcx904K,La Rompe Corazones,4,204520,0.686,0.859,5,-2.595,0,0.0553,0.118,0,0.317,0.891,176.018,0
2ZfDQgUrwoSeHyZhyfxheU,Sábado Rebelde,10,240267,0.771,0.905,6,-3.268,0,0.155,0.11,7.46E-06,0.656,0.858,163.978,0
2qaZeQdV9sITqdTPYBoHWg,El Amante,13,220547,0.633,0.749,1,-4.962,0,0.0961,0.179,0,0.0783,0.814,179.872,0
38uW5oE9J7r47qdvH3FfiG,La Rompe Corazones,2,204520,0.686,0.859,5,-2.595,0,0.0553,0.118,0,0.317,0.891,176.018,0
3VejLq2bIC8ABuTK4DU8lA,Gangsta Zone,1,213000,0.655,0.879,0,-4.743,1,0.235,0.0321,6.97E-06,0.0679,0.657,184.027,0
2UsR5UxsuKwJ2OovutZsjV,Mums,55,149698,0.903,0.732,9,-3.723,1,0.208,0.0383,0,0.0649,0.669,134.964,0
7b0mc5QNr1YrLPinSDfFnC,Som Du Vil,53,182394,0.714,0.528,1,-9.347,0,0.401,0.634,0.000219,0.147,0.767,91.609,0
0i0Hc3bNrhoLjBNFH7U92N,Ingen Over,55,168179,0.915,0.51,7,-6.69,1,0.116,0.28,0,0.28,0.913,106.036,0
4O6f7F3B9Pfijng54ODN6H,Jeg Kan Lide Din Vibe (feat. Jimilian),52,142879,0.568,0.488,1,-8.019,1,0.194,0.265,0,0.0568,0.585,103.362,0
0n5ZDHDJjdBc0t8gz9LQ25,Baby,19,216613,0.731,0.842,5,-5.358,0,0.113,0.0457,0,0.0988,0.473,65.027,0
6bzvrd4116FiwsZUqCrjwg,Sorry,10,200787,0.679,0.748,0,-3.624,0,0.0385,0.0878,0,0.299,0.438,100.035,0
1QsU3xgUjAdb0gnpV8ccFZ,What Do You Mean?,8,208543,0.832,0.631,5,-6.19,0,0.0736,0.585,0.000892,0.0838,0.836,125.038,0
4A6PsJIQeyQXJe0lPTOlYB,Mi Gente,5,209733,0.76,0.716,11,-6.36,0,0.0817,0.0223,0,0.231,0.469,105.007,0
0I8AER5QVSo04R6naEmisi,What A Place (Remastered),0,251840,0.646,0.571,2,-5.128,0,0.0254,0.618,0.00583,0.135,0.414,88.635,0
3Ux05P4drA1U0JmfXnYL6h,Second Island (Remastered),0,122067,0.593,0.683,9,-6.08,0,0.0257,0.00665,0.000748,0.109,0.511,139.849,0
5hWSDV3aXFfW3OgtAOKOxp,Ég var að spá,38,185266,0.696,0.685,6,-7.261,0,0.0402,0.108,0.0541,0.0986,0.816,140.008,0
1Hv0S27dygk71lCKKzUIBS,Be Alright,0,189653,0.803,0.356,5,-9.026,0,0.0326,0.589,0,0.16,0.739,106.95,0
5D34qVZpzoqfsw7R0kc4BB,Anyone,0,190779,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,0
4wr2HgyYMvJourcfOMzPCb,Polisen,57,154433,0.623,0.806,11,-8.249,0,0.071,0.167,0,0.145,0.428,150.073,0
2g1rRs9JS5apGsROlSmtYr,det urolige hjertet,53,199965,0.613,0.618,2,-7.187,1,0.0693,0.131,0,0.0839,0.254,164.07,0
6PwWSZ15k319NL97EmGIu0,CÓMO SE SIENTE - Remix,0,227520,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,0
